train_L,train_nll,train_kld,train_mmd
3.4615487371172224,3.0587135383061,0.19755127813134873,0.08033260277339391
3.2712442874908447,2.967214959008353,0.21851472130843572,0.0604898248400007
3.1449689183916365,2.895049435751779,0.28203835231917246,0.049518857683454244
3.0354322365352084,2.8187457152775357,0.3673177787235805,0.04268804618290493
2.9163009439195906,2.7356792518070767,0.4714933718953814,0.03525185585021973
2.824678795678275,2.6599863597324918,0.5911724141665867,0.03181978634425572
2.7532425948551724,2.6163243566240584,0.7222058517592294,0.025991218430655345
2.730043956211635,2.5923562390463695,0.8411790898868016,0.02590700558253697
2.7008189473833357,2.578623124531337,0.9259836077690125,0.022632462637765065
2.6893234252929688,2.56849844115121,0.9769485167094639,0.022255608013698032
2.676266670227051,2.5603600229535783,1.0286359105791365,0.021166392735072544
2.6648121901920865,2.5527262347085133,1.1148711017199926,0.020227909088134766
2.6538442884172713,2.5457730293273926,1.2312381948743547,0.0191901581627982
2.6441804340907504,2.5392708437783376,1.3656065634318761,0.01828728403363909
2.633040189743042,2.5327648435320174,1.4638652120317732,0.017161658832005093
2.6243908405303955,2.5263473646981374,1.5757584401539393,0.016490152903965542
2.6135173525129045,2.5200348581586565,1.7216432435171944,0.01528378895350865
2.6028239045824324,2.513589995247977,1.8475278445652552,0.014180081231253487
2.599087953567505,2.5070267745426724,1.846601435116359,0.014748522213527135
2.5922882897513255,2.5002782685416087,1.844603385244097,0.014742289270673479
2.587283134460449,2.493175745010376,1.8978129284722465,0.0150559629712786
2.5750720500946045,2.4856317724500383,1.9595283099583216,0.013996992792401994
2.5686485086168562,2.4776574884142195,1.9665806463786535,0.014293636594499861
2.5580574784960066,2.469363212585449,1.9411929505211967,0.013884237834385462
2.5521913937159946,2.4606314386640276,1.924927932875497,0.01449113232748849
2.5386526584625244,2.4514564105442593,1.9410960163388933,0.013584222112383162
2.5324997901916504,2.4419704164777483,1.9042720454079765,0.014325976371765137
2.523124728884016,2.43234007699149,1.9291851690837316,0.014327219554356166
2.511730194091797,2.4228007793426514,1.9794585704803467,0.013854673930576869
2.5042268208095004,2.414924212864467,1.9482911314283098,0.013991917882646834
2.5020319393702914,2.4119870151792253,1.9108161926269531,0.0142157929284232
2.512622969491141,2.4161151817866733,1.9493181194577898,0.015433788299560547
2.532834427697318,2.437288386481149,1.983874031475612,0.015171800340924944
2.5044964041028703,2.41203727040972,1.9431329114096505,0.014634847640991211
2.484163454600743,2.3966434512819563,1.9086168323244368,0.013714194297790527
2.4689492838723317,2.377391048840114,1.8804878507341658,0.01457984106881278
2.463015011378697,2.3671058075768605,1.934726459639413,0.015343070030212402
2.445725985935756,2.3549438544682095,1.8974799939564295,0.014390247208731515
2.4416115283966064,2.34729334286281,1.9046076706477575,0.015084590230669295
2.4331884384155273,2.341060365949358,1.9385836124420166,0.014577610152108329
2.418184382574899,2.3285209451402937,1.9781500441687447,0.01400440079825265
2.4144901548113142,2.3201487404959544,1.9414876188550676,0.015015346663338798
2.40590763092041,2.3129510368619646,1.910495638847351,0.014799918447222029
2.3977534089769637,2.303663730621338,1.9135369743619646,0.015020898410252162
2.386643205370222,2.2952965327671597,1.9885864768709456,0.014320799282618932
2.378169451441084,2.2871698141098022,2.003823842321123,0.014220714569091797
2.367788178580148,2.279967427253723,1.9241376774651664,0.013743366513933455
2.364383442061288,2.273246339389256,1.87166542666299,0.014513117926461356
2.3602343116487776,2.268876552581787,1.9677905866077967,0.014364702360970634
2.3592329365866527,2.2649114642824446,1.9659175532204765,0.014962366649082728
2.34610492842538,2.2575704881123135,1.8588321890149797,0.014017258371625627
2.3441986526761736,2.2526630333491733,1.9146496738706316,0.014506833893912179
2.3407840388161794,2.249524916921343,2.0268097945622037,0.014226658003670829
2.327653935977391,2.2360562767301286,1.9289091314588274,0.01449070658002581
2.3166846377508983,2.2240065336227417,1.9429818391799927,0.01467902319771903
2.308156592505319,2.2195228849138533,1.9415677274976457,0.013871346201215471
2.3063366753714427,2.2178775582994734,1.8875578130994524,0.013944591794695173
2.301517520632063,2.211327706064497,1.8818872826439994,0.014302781649998255
2.2931162800107683,2.2012352773121426,1.9510850054877145,0.014503036226545061
2.284383109637669,2.1951002393450056,1.919214470045907,0.014046243258884974
2.279191868645804,2.188009602682931,1.8634229387555803,0.014538679804120744
2.2703002180371965,2.180740628923689,1.904100707599095,0.014131988797869002
2.2657379593167986,2.1740677016122,1.9794495616640364,0.014403956277029855
2.255855509213039,2.1679957253592357,1.9428650821958269,0.013713666370936803
2.252759201186044,2.161701355661665,1.8779932941709245,0.01448455878666469
2.245609062058585,2.1543259961264476,1.8724297285079956,0.014540825571332659
2.2402573823928833,2.1462423460824147,1.9715195553643363,0.014889751161847795
2.2360251120158603,2.139997567449297,2.0426486219678606,0.015150512967790877
2.2256640195846558,2.135253463472639,1.9837171690804618,0.014142956052507673
2.2231593132019043,2.130732468196324,1.9104862213134766,0.014693788119724818
2.2188619715826854,2.1257063320704868,1.9582474402018957,0.014744111469813756
2.210265108517238,2.1213980402265276,1.8973579066140311,0.014006716864449638
2.205723864691598,2.1164158412388394,1.9094068833759852,0.014070936611720495
